obs_id,train_id,count,season,year,workingday,weather,temp,humidity,windspeed
id_000486,train,5572,Spring,1,1,Rain,14.635022,0.57,18.50700122764
id_000487,test,NA,Spring,1,1,Rain,24.479978,0.659583,16.83117295488
id_000488,train,6169,Spring,1,1,Dry,21.235022,0.797083,14.88621153524
id_000489,test,NA,Spring,1,1,Rain,20.96,0.768333,14.41587548288
id_000490,train,6296,Spring,1,1,Dry,25.415,0.735417,17.56891694164
id_000491,train,6883,Spring,1,0,Rain,25.030022,0.756667,16.49648173376
id_000492,valid,6359,Spring,1,0,Rain,21.125,0.74,16.16082008062
id_000493,train,6273,Spring,1,1,Rain,19.475,0.664167,24.87767178738
id_000494,train,5728,Spring,1,1,Rain,22.390022,0.685833,31.91955782762
id_000495,train,4717,Spring,1,1,Rain,21.95,0.744167,23.33479270136
id_000496,train,6572,Spring,1,1,Dry,17.384978,0.552083,33.86408794414
id_000497,train,7030,Spring,1,1,Dry,19.199978,0.360417,25.54791683586
id_000498,train,7429,Spring,1,0,Dry,21.235022,0.480417,13.27691176874
id_000499,test,NA,Spring,1,0,Dry,24.425,0.57625,24.27341611626
id_000500,valid,2843,Spring,1,1,Rain,21.839978,0.789583,22.93368079976
id_000501,test,NA,Spring,1,1,Rain,24.370022,0.794583,15.89265736576
id_000502,valid,7424,Spring,1,1,Dry,26.020022,0.697917,13.20995195936
id_000503,train,7384,Spring,1,1,Dry,23.159978,0.52,24.7433208655
id_000504,test,NA,Spring,1,1,Dry,21.235022,0.523333,14.75239974226
id_000505,train,8294,Spring,1,0,Dry,23.6,0.45625,9.0546698755
id_000506,test,NA,Spring,1,0,Dry,24.974978,0.530417,27.42732018126
id_000507,train,4359,Spring,1,1,Rain,23.489978,0.81125,25.14540319912
id_000508,train,6073,Spring,1,1,Rain,24.59,0.765833,12.74144894526
id_000509,train,5260,Spring,1,1,Rain,25.030022,0.774583,10.99822956
id_000510,train,6770,Spring,1,1,Dry,27.23,0.716667,18.64264605888
id_000511,test,NA,Spring,1,1,Dry,28.88,0.747083,15.154913379
id_000512,train,6536,Spring,1,0,Dry,29.705,0.7325,21.45646761376
id_000513,train,6591,Spring,1,0,Dry,29.54,0.697083,23.20098090838
id_000514,valid,6043,Spring,1,0,Dry,31.025,0.67625,21.19003011138
id_000515,valid,5743,Spring,1,1,Dry,31.685,0.684583,31.851735412
id_000516,train,6855,Spring,1,1,Rain,27.340022,0.67,14.48412920162
id_000517,train,7338,Spring,1,1,Dry,28.88,0.492917,21.05611049262
id_000518,valid,4127,Spring,1,1,Rain,27.175022,0.755417,25.61541577414
id_000519,train,8120,Spring,1,0,Dry,22.499978,0.549167,20.11619316836
id_000520,train,7641,Spring,1,0,Dry,23.765,0.493333,19.84932436286
id_000521,train,6998,Spring,1,1,Dry,23.435,0.487083,30.71234039474
id_000522,test,NA,Spring,1,1,Rain,19.694978,0.613333,22.5975878435
id_000523,train,7055,Spring,1,1,Dry,20.575022,0.61125,8.3160632825
id_000524,valid,7494,Spring,1,1,Dry,23.765,0.567083,16.966386483
id_000525,train,7736,Spring,1,1,Dry,26.845022,0.467917,18.91080877374
id_000526,train,7498,Spring,1,0,Dry,30.914978,0.437083,15.55785831886
id_000527,valid,6598,Spring,1,0,Dry,31.960022,0.538333,14.41857112738
id_000528,train,6664,Spring,1,1,Rain,31.574978,0.587917,22.39681624114
id_000529,test,NA,Spring,1,1,Rain,27.119978,0.833333,23.13358979588
id_000530,train,7421,Spring,1,1,Dry,27.284978,0.582083,37.01432593262
id_000531,train,7363,Spring,1,1,Dry,26.789978,0.569583,27.35895863674
id_000532,train,7665,Spring,1,1,Dry,26.185022,0.589583,19.04386578626
id_000533,train,7702,Spring,1,0,Dry,25.690022,0.504167,17.97099927526
id_000534,valid,6978,Spring,1,0,Dry,23.105,0.59875,15.62438682512
id_000535,valid,5099,Spring,1,1,Rain,21.509978,0.777917,18.84212375188
id_000536,test,NA,Spring,1,1,Dry,29.429978,0.69,15.96004847826
id_000537,train,6211,Spring,1,1,Dry,35.645,0.592083,12.27186767336
id_000538,train,5905,Summer,1,1,Dry,37.184978,0.567917,12.80830092886
id_000539,train,5823,Summer,1,1,Dry,35.315,0.57375,19.71508126676
id_000540,train,7458,Summer,1,0,Dry,32.290022,0.534583,19.37855700738
id_000541,train,6891,Summer,1,0,Dry,33.059978,0.479167,15.6913466345
id_000542,valid,6779,Summer,1,1,Dry,31.244978,0.504167,32.38903127374
id_000543,train,7442,Summer,1,1,Dry,25.634978,0.373333,37.48476981076
id_000544,test,NA,Summer,1,1,Dry,30.035,0.36,29.3043513595
id_000545,valid,6879,Summer,1,1,Dry,33.445022,0.4225,18.508295137
id_000546,train,5463,Summer,1,1,Dry,39.055022,0.48875,17.83621705026
id_000547,valid,5687,Summer,1,0,Dry,34.49,0.60125,17.36760621038
id_000548,test,NA,Summer,1,0,Dry,37.844978,0.51875,18.17177087762
id_000549,train,6227,Summer,1,1,Dry,35.590022,0.447083,21.05481658326
id_000550,test,NA,Summer,1,1,Dry,35.534978,0.492083,13.61160298986
id_000551,train,7403,Summer,1,0,Dry,36.085022,0.53875,14.551089011
id_000552,train,6241,Summer,1,1,Dry,38.615,0.457917,20.92132826762
id_000553,train,6207,Summer,1,1,Dry,38.669978,0.450833,15.75787514076
id_000554,valid,4840,Summer,1,0,Dry,40.870022,0.492083,17.63533762212
id_000555,valid,4672,Summer,1,0,Dry,38.285,0.57375,13.54604491562
id_000556,valid,6569,Summer,1,1,Rain,30.914978,0.683333,19.5137705355
id_000557,train,6290,Summer,1,1,Rain,31.574978,0.6675,16.36116037986
id_000558,train,7264,Summer,1,1,Dry,31.300022,0.633333,16.36072907674
id_000559,valid,7446,Summer,1,1,Dry,31.244978,0.529583,15.8261288595
id_000560,train,7499,Summer,1,1,Rain,32.290022,0.485833,8.717714313
id_000561,valid,6969,Summer,1,0,Rain,30.419978,0.699167,15.49230024462
id_000562,train,6031,Summer,1,0,Dry,33.224978,0.717917,17.97099927526
id_000563,valid,6830,Summer,1,1,Dry,34.379978,0.645,17.70359134086
id_000564,train,6786,Summer,1,1,Dry,38.009978,0.505833,12.33839617962
id_000565,train,5713,Summer,1,1,Dry,36.359978,0.577083,14.81979085476
id_000566,train,6591,Summer,1,1,Dry,34.82,0.600417,17.83751095962
id_000567,valid,5870,Summer,1,1,Rain,27.944978,0.844167,22.53202976926
id_000568,valid,4459,Summer,1,0,Snow,23.324978,0.865417,22.999238874
id_000569,train,7410,Summer,1,0,Rain,28.055,0.7625,10.127083518224
id_000570,valid,6966,Summer,1,1,Dry,32.950022,0.694167,14.95360264774
id_000571,train,7592,Summer,1,1,Dry,33.554978,0.655,22.80019248412
id_000572,train,8173,Summer,1,1,Dry,31.795022,0.45,17.769688544
id_000573,valid,6861,Summer,1,1,Dry,35.260022,0.596667,30.71018387914
id_000574,train,6904,Summer,1,1,Dry,35.590022,0.594583,16.49648173376
id_000575,test,NA,Summer,1,0,Dry,33.884978,0.613333,16.966386483
id_000576,test,NA,Summer,1,0,Dry,31.630022,0.62375,18.37308160888
id_000577,train,7105,Summer,1,1,Dry,32.234978,0.66875,16.56387284626
id_000578,train,7216,Summer,1,1,Dry,31.079978,0.704167,17.8370796565
id_000579,train,7580,Summer,1,1,Dry,31.355,0.6775,15.22273579462
id_000580,train,7261,Summer,1,1,Dry,33.665,0.659583,13.94769594612
id_000581,train,7175,Summer,1,1,Rain,34.544978,0.6425,23.26794071776
id_000582,test,NA,Summer,1,0,Dry,36.359978,0.613333,27.76060966724
id_000583,train,5464,Summer,1,0,Dry,34.765022,0.6525,31.31487085338
id_000584,train,7013,Summer,1,1,Rain,33.665,0.654167,13.94769594612
id_000585,valid,7273,Summer,1,1,Rain,32.564978,0.70375,12.60569628824
id_000586,train,7534,Summer,1,1,Rain,33.5,0.672917,11.936313846
id_000587,train,7286,Summer,1,1,Dry,33.884978,0.620417,16.831604258
id_000588,test,NA,Summer,1,1,Rain,31.244978,0.715833,25.75019799914
id_000589,test,NA,Summer,1,0,Rain,29.705,0.732917,22.26375922862
id_000590,train,6544,Summer,1,0,Dry,30.254978,0.530417,13.20995195936
id_000591,valid,6883,Summer,1,1,Dry,31.574978,0.545417,14.68716514536
id_000592,train,6784,Summer,1,1,Dry,31.960022,0.686667,18.23959329324
id_000593,test,NA,Summer,1,1,Dry,30.640022,0.619583,18.30569049638
id_000594,train,7605,Summer,1,1,Dry,31.465022,0.519167,15.28926430088
id_000595,test,NA,Summer,1,1,Dry,31.739978,0.570833,24.94592550612
id_000596,test,NA,Summer,1,0,Dry,28.769978,0.603333,19.17864801126
id_000597,valid,4549,Summer,1,0,Rain,25.964978,0.711667,9.321538681
id_000598,valid,6530,Summer,1,1,Rain,25.964978,0.734167,14.01508705862
id_000599,train,7006,Summer,1,1,Dry,26.845022,0.67375,7.846568271224
id_000600,train,7375,Summer,1,1,Dry,28.055,0.677083,7.578351643474
id_000601,train,7765,Summer,1,1,Dry,29.924978,0.635833,9.121608119724
id_000602,valid,7582,Summer,1,1,Rain,30.365,0.615,7.779177158724
id_000603,test,NA,Summer,1,0,Rain,27.670022,0.712917,26.35348323824
id_000604,valid,5255,Summer,1,0,Rain,27.119978,0.845833,24.67679235924
id_000605,test,NA,Summer,1,1,Dry,30.419978,0.730417,13.88073613674
id_000606,train,7040,Summer,1,1,Dry,32.069978,0.62,20.5866370465
id_000607,train,7697,Summer,1,1,Dry,29.21,0.552083,12.13708544836
id_000608,train,7713,Summer,1,1,Dry,30.640022,0.590417,8.315168328526
id_000609,train,7350,Summer,1,1,Dry,34.435022,0.5875,18.17220218074
id_000610,train,6140,Summer,1,0,Rain,33.719978,0.638333,12.20447656086
id_000611,test,NA,Summer,1,0,Rain,29.980022,0.815,6.908483985224
id_000612,train,6034,Summer,1,0,Dry,30.695,0.790833,16.29473969938
id_000613,test,NA,Summer,1,1,Dry,31.904978,0.755,25.48149615538
id_000614,valid,7112,Summer,1,1,Dry,32.620022,0.74125,20.25054409024
id_000615,test,NA,Summer,1,1,Rain,29.980022,0.810417,15.35665541338
id_000616,train,7504,Summer,1,1,Dry,30.419978,0.73625,18.50786383388
id_000617,test,NA,Summer,1,0,Rain,27.505022,0.799167,30.31025806112
id_000618,train,8227,Summer,1,0,Dry,24.26,0.5475,24.20645630688
id_000619,train,7525,Summer,1,1,Dry,22.499978,0.50375,27.89593102114
id_000620,train,7767,Summer,1,1,Dry,22.115,0.52,9.925815917276
id_000621,valid,7870,Summer,1,1,Dry,23.545022,0.577083,14.21639778988
id_000622,test,NA,Summer,1,1,Dry,24.425,0.637083,8.919434782224
id_000623,valid,8009,Summer,1,1,Dry,25.799978,0.6725,11.19910898814
id_000624,train,8714,Summer,1,0,Dry,24.149978,0.501667,26.68914489138
id_000625,train,7333,Summer,1,0,Dry,22.28,0.57,9.724084665474
id_000626,train,6869,Summer,1,1,Rain,22.334978,0.734583,16.36169950876
id_000627,valid,4073,Summer,1,1,Rain,25.139978,0.8725,38.55709719286
id_000628,train,7591,Summer,1,1,Dry,20.465,0.536667,23.2014122115
id_000629,train,7720,Summer,1,1,Dry,20.080022,0.618333,12.74144894526
id_000630,test,NA,Summer,1,1,Dry,23.545022,0.66875,16.629862223620002
id_000631,train,8395,Summer,1,0,Dry,26.9,0.646667,30.57755816974
id_000632,test,NA,Fall,1,0,Dry,18.925022,0.467083,24.07296799124
id_000633,test,NA,Fall,1,1,Dry,17.935022,0.492917,15.35482237512
id_000634,train,7538,Fall,1,1,Dry,20.3,0.57,25.48149615538
id_000635,train,7733,Fall,1,1,Dry,25.91,0.630833,26.352620632
id_000636,train,7393,Fall,1,1,Rain,26.9,0.690833,14.48553093676
id_000637,test,NA,Fall,1,1,Rain,24.865022,0.69,17.70272873462
id_000638,train,8555,Fall,1,0,Dry,19.805,0.542917,24.54157883112
id_000639,valid,6889,Fall,1,0,Dry,18.760022,0.583333,14.55195161724
id_000640,train,6778,Fall,1,1,Rain,18.374978,0.649167,9.791033692276
id_000641,test,NA,Fall,1,1,Snow,22.994978,0.871667,11.2650983655
id_000642,train,7572,Fall,1,1,Rain,27.395,0.79375,7.175352790724
id_000643,valid,7328,Fall,1,1,Rain,27.395,0.722917,12.67448913588
id_000644,train,8156,Fall,1,1,Dry,24.59,0.6275,11.467271703
id_000645,train,7965,Fall,1,0,Dry,20.575022,0.664167,28.9000046845
id_000646,valid,3510,Fall,1,0,Rain,11.444978,0.708333,15.22090275636
id_000647,train,5478,Fall,1,0,Rain,9.299978,0.709583,20.45228612462
id_000648,train,6392,Fall,1,1,Rain,13.480022,0.761667,20.519245934
id_000649,train,7691,Fall,1,1,Dry,17.935022,0.630833,20.25194582538
id_000650,valid,7570,Fall,1,1,Dry,12.71,0.463333,19.58073034488
id_000651,train,7282,Fall,1,1,Dry,12.875,0.539167,25.34897827176
id_000652,test,NA,Fall,1,0,Dry,9.959978,0.494583,15.75787514076
id_000653,train,6639,Fall,1,0,Dry,18.430022,0.640417,30.04155621736
id_000654,train,5875,Fall,1,1,Rain,21.070022,0.7075,31.92042043386
id_000655,train,7534,Fall,1,1,Dry,14.909978,0.558333,19.64812145738
id_000656,train,7461,Fall,1,1,Dry,14.084978,0.692917,10.93040714438
id_000657,train,7509,Fall,1,1,Rain,18.485,0.728333,25.54791683586
id_000658,train,5424,Fall,1,1,Rain,21.179978,0.815,14.55152031412
id_000659,train,8090,Fall,1,0,Dry,15.955022,0.572917,12.67351870386
id_000660,test,NA,Fall,1,0,Dry,14.635022,0.51,17.90490207212
id_000661,test,NA,Fall,1,1,Dry,16.175,0.568333,8.786000379474
id_000662,test,NA,Fall,1,1,Dry,19.915022,0.641667,10.194474630724
id_000663,train,7693,Fall,1,1,Dry,22.775,0.63625,7.847474007776
id_000664,train,7359,Fall,1,1,Rain,20.3,0.800417,13.4108313875
id_000665,train,7444,Fall,1,1,Rain,20.024978,0.807083,14.28335759926
id_000666,train,7852,Fall,1,0,Rain,18.98,0.72,25.41367373976
id_000667,train,4459,Fall,1,0,Rain,15.515,0.694583,42.91552304624
id_000668,valid,22,Fall,1,1,Snow,13.04,0.88,38.623194396
id_000669,train,1096,Fall,1,1,Rain,5.000012,0.825455,22.96786157202
id_000670,train,5566,Fall,1,1,Rain,7.595,0.666667,17.97099927526
id_000671,train,5986,Fall,1,1,Rain,8.144978,0.581667,16.96595517988
id_000672,train,5847,Fall,1,1,Dry,7.43,0.522083,28.7005269915
id_000673,train,5138,Fall,1,0,Rain,6.659978,0.49125,29.17000043762
id_000674,valid,5107,Fall,1,0,Dry,5.504978,0.532917,19.31245980424
id_000675,test,NA,Fall,1,1,Dry,5.065022,0.494167,25.4819274585
id_000676,train,5686,Fall,1,1,Dry,2.534978,0.567083,18.70917456514
id_000677,test,NA,Fall,1,1,Rain,3.524978,0.5475,32.79068230424
id_000678,train,5315,Fall,1,1,Dry,7.243484,0.333478,37.5055801863
id_000679,train,5992,Fall,1,1,Dry,7.870022,0.540833,23.13488370524
id_000680,train,6536,Fall,1,0,Dry,9.685022,0.645417,6.237268504724
id_000681,test,NA,Fall,1,0,Dry,11.774978,0.659167,13.74778695
id_000682,test,NA,Fall,1,0,Dry,16.01,0.741667,18.70960586826
id_000683,test,NA,Fall,1,1,Rain,6.659978,0.662917,36.88137674588
id_000684,train,5495,Fall,1,1,Dry,3.085022,0.552083,21.5247213325
id_000685,test,NA,Fall,1,1,Rain,5.230022,0.620417,16.49594260486
id_000686,train,5698,Fall,1,1,Dry,6.77,0.524583,18.4409040245
id_000687,valid,5629,Fall,1,0,Dry,5.45,0.545417,19.37941961362
id_000688,train,4669,Fall,1,0,Dry,6.605,0.692917,24.54244143736
id_000689,train,5499,Fall,1,1,Rain,9.134978,0.623333,25.34628262726
id_000690,train,5634,Fall,1,1,Rain,8.695022,0.685,8.9198876505
id_000691,train,5146,Fall,1,1,Dry,7.319978,0.61375,11.13258048188
id_000692,train,2425,Fall,1,0,Dry,6.44,0.580417,5.700835249224
id_000693,test,NA,Fall,1,1,Dry,8.309978,0.56875,15.96047978138
id_000694,valid,2277,Fall,1,0,Dry,2.369978,0.404583,40.63640953438
id_000695,train,2424,Fall,1,0,Dry,0.224978,0.468333,16.22777989
id_000696,train,5087,Fall,1,1,Dry,4.679978,0.535417,5.030072637
id_000697,train,3959,Fall,1,1,Rain,3.250022,0.786667,25.61530794836
id_000698,train,5260,Fall,1,1,Dry,3.580022,0.50625,22.73193876538
id_000699,train,5323,Fall,1,1,Dry,2.53742,0.555652,12.45624975716
id_000700,valid,5668,Fall,1,1,Dry,3.689978,0.649583,6.304659617224
id_000701,test,NA,Fall,1,0,Rain,3.689978,0.806667,6.437651934276
id_000702,valid,4649,Fall,1,0,Rain,6.935,0.823333,13.41126269062
id_000703,test,NA,Fall,1,1,Dry,13.865,0.7675,8.919434782224
id_000704,train,6606,Fall,1,1,Dry,15.404978,0.73375,18.77559524562
id_000705,test,NA,Fall,1,1,Dry,12.929978,0.485,34.93781706138
id_000706,train,5375,Fall,1,1,Dry,0.884977999999997,0.50875,18.84298635812
id_000707,train,5008,Fall,1,1,Rain,5.174978,0.764167,14.082046868
id_000708,train,5582,Fall,1,0,Rain,9.190022,0.91125,10.93126975062
id_000709,valid,3228,Fall,1,0,Rain,9.355022,0.905417,17.0337775955
id_000710,test,NA,Fall,1,1,Rain,12.764978,0.925,20.52010854024
id_000711,test,NA,Fall,1,1,Rain,7.319978,0.596667,31.92042043386
id_000712,test,NA,Fall,1,1,Rain,3.635,0.538333,17.56880911586
id_000713,valid,5532,Fall,1,1,Dry,3.524978,0.485833,18.77559524562
id_000714,train,5611,Fall,1,1,Dry,2.590022,0.642917,14.14986928362
id_000715,train,5047,Fall,1,0,Dry,5.395022,0.650417,11.467271703
id_000716,train,3786,Fall,1,0,Rain,7.925,0.83875,10.86258472876
id_000717,test,NA,Fall,1,1,Rain,9.959978,0.907083,10.594777838974
id_000718,valid,5557,Fall,1,1,Dry,11.114978,0.66625,23.87305899512
id_000719,train,5267,Fall,1,1,Dry,5.945,0.625417,19.84986349176
id_000720,test,NA,Fall,1,1,Rain,5.78,0.667917,14.28292629614
id_000721,train,3623,Winter,1,1,Rain,5.560022,0.556667,40.36813899374
id_000722,test,NA,Winter,1,0,Dry,1.544978,0.44125,43.92240017988
id_000723,train,1787,Winter,1,0,Dry,0.224978,0.515417,14.34977827974
id_000724,valid,920,Winter,1,1,Rain,-0.733936,0.791304,8.327428119712
id_000725,train,1013,Winter,1,0,Rain,3.226064,0.734783,18.19301255628
id_000726,train,441,Winter,1,1,Snow,0.059978000000001,0.823333,34.13181935588
id_000727,valid,2114,Winter,1,1,Rain,0.775022,0.652917,37.75336382874
id_000728,train,3095,Winter,1,1,Rain,0.719977999999998,0.59,16.76378184238
id_000729,train,1341,Winter,1,0,Rain,0.719977999999998,0.752917,13.41169399374
id_000730,train,1796,Winter,1,0,Dry,0.884977999999997,0.483333,37.82032363812
id_000731,test,NA,Winter,1,1,Rain,-1.755022,0.5775,16.69639072988
