obs_id,train_id,class
id_000689,valid,0
id_002874,valid,1
id_002679,valid,1
id_002059,valid,1
id_003063,train,1
id_000888,train,0
id_001677,train,0
id_001832,train,0
id_000838,train,0
id_003255,test,NA
id_001705,test,NA
id_003221,train,1
id_002884,valid,1
id_001867,train,0
id_000702,train,0
id_000616,train,0
id_000939,valid,0
id_000824,valid,0
id_003244,valid,1
id_002185,test,NA
id_001197,train,0
id_000605,test,NA
id_003659,valid,1
id_002117,train,1
id_003664,valid,1
id_001190,test,NA
id_000571,train,0
id_000111,train,0
id_003454,valid,1
id_002547,train,1
id_001264,valid,0
id_001397,train,0
id_002346,train,1
id_000290,test,NA
id_000302,train,0
id_002411,train,1
id_000161,train,0
id_001071,train,0
id_000026,train,0
id_003581,train,1
id_001362,train,0
id_001502,train,0
id_000429,valid,0
id_003852,train,1
id_002905,test,NA
id_000156,train,0
id_003164,valid,1
id_003234,valid,1
id_000054,valid,0
id_001773,train,0
id_001698,train,0
id_001250,test,NA
id_003936,train,1
id_003607,train,1
id_003304,valid,1
id_001161,train,0
id_003151,train,1
id_001901,train,0
id_002631,train,1
id_000634,valid,0
id_001174,valid,0
id_001961,train,0
id_000451,train,0
id_003020,test,NA
id_003394,valid,1
id_000513,train,0
id_003608,train,1
id_003992,train,1
id_002327,train,1
id_000264,valid,0
id_001884,valid,0
id_001241,train,0
id_001600,test,NA
id_001163,train,0
id_001588,train,0
id_003618,train,1
id_002142,train,1
id_000249,valid,0
id_002715,test,NA
id_002695,test,NA
id_001209,valid,0
id_002670,test,NA
id_002893,train,1
id_000626,train,0
id_000200,test,NA
id_003682,train,1
id_003159,valid,1
id_003170,test,NA
id_000252,train,0
id_003806,train,1
id_003727,train,1
id_001826,train,0
id_003157,train,1
id_000489,valid,0
id_002016,train,1
id_002125,test,NA
id_002095,test,NA
id_002812,train,1
id_001237,train,0
id_002377,train,1
id_002000,test,NA
id_000480,test,NA
id_001208,train,0
id_002254,valid,1
id_001762,train,0
id_003996,train,1
id_002690,test,NA
id_003870,test,NA
id_003111,train,1
id_001345,test,NA
id_002938,train,1
id_003796,train,1
id_000835,test,NA
id_000951,train,0
id_002349,valid,1
id_000949,valid,0
id_002217,train,1
id_000690,test,NA
id_000699,valid,0
id_002307,train,1
id_000295,test,NA
id_001433,train,0
id_003342,train,1
id_002219,valid,1
id_000037,train,0
id_000137,train,0
id_000886,train,0
id_001777,train,0
id_003553,train,1
id_001332,train,0
id_001201,train,0
id_001695,test,NA
id_002137,train,1
id_002727,train,1
id_001932,train,0
id_002436,train,1
id_001872,train,0
id_000053,train,0
id_000434,valid,0
id_001803,train,0
id_003522,train,1
id_000814,valid,0
id_000465,test,NA
id_002409,valid,1
id_001184,valid,0
id_002326,train,1
id_000234,valid,0
id_003468,train,1
id_001406,train,0
id_001687,train,0
id_002635,test,NA
id_001281,train,0
id_003030,test,NA
id_003055,test,NA
id_000950,test,NA
id_002067,train,1
id_002780,test,NA
id_003720,test,NA
id_002222,train,1
id_002370,test,NA
id_003027,train,1
id_003582,train,1
id_001870,test,NA
id_002655,test,NA
id_001144,valid,0
id_003262,train,1
id_003815,test,NA
id_002404,valid,1
id_000441,train,0
id_001512,train,0
id_000585,test,NA
id_001948,train,0
id_002321,train,1
id_003332,train,1
id_000004,valid,0
id_001010,test,NA
id_002865,test,NA
id_003104,valid,1
id_001812,train,0
id_003037,train,1
id_002613,train,1
id_001038,train,0
id_001077,train,0
id_002483,train,1
id_001380,test,NA
id_003637,train,1
id_002476,train,1
id_001566,train,0
id_002463,train,1
id_003557,train,1
id_000435,test,NA
id_002750,test,NA
id_003551,train,1
id_003741,train,1
id_002971,train,1
id_002740,test,NA
id_001931,train,0
id_000589,valid,0
id_003337,train,1
id_002831,train,1
id_001804,valid,0
id_002511,train,1
id_001962,train,0
id_000454,valid,0
id_000191,train,0
id_002730,test,NA
id_003532,train,1
id_000163,train,0
id_001104,valid,0
id_002182,train,1
id_002717,train,1
id_003926,train,1
id_001683,train,0
id_003569,valid,1
id_000476,train,0
id_002666,train,1
id_001601,train,0
id_000603,train,0
id_001868,train,0
id_002229,valid,1
id_000570,test,NA
id_001288,train,0
id_000994,valid,0
id_002848,train,1
id_000100,test,NA
id_000312,train,0
id_001032,train,0
id_000414,valid,0
id_001886,train,0
id_000257,train,0
id_003845,test,NA
id_002245,test,NA
id_002328,train,1
id_001092,train,0
id_001562,train,0
id_003965,test,NA
id_003492,train,1
id_002721,train,1
id_003158,train,1
id_000959,valid,0
id_002093,train,1
id_000724,valid,0
id_001306,train,0
id_001271,train,0
id_003142,train,1
id_003323,train,1
id_003294,valid,1
id_000081,train,0
id_001364,valid,0
id_002399,valid,1
id_001844,valid,0
id_001972,train,0
id_001806,train,0
id_003359,valid,1
id_002184,valid,1
id_001633,train,0
id_003377,train,1
id_000744,valid,0
id_003080,test,NA
id_002783,train,1
id_001417,train,0
id_001382,train,0
id_002527,train,1
id_001055,test,NA
id_001494,valid,0
id_003494,valid,1
id_000277,train,0
id_000091,train,0
id_001341,train,0
id_001498,train,0
id_001883,train,0
id_002488,train,1
id_003096,train,1
id_003126,train,1
id_002004,valid,1
id_000965,test,NA
id_000199,valid,0
id_001006,train,0
id_000635,test,NA
id_003757,train,1
id_000197,train,0
id_000437,train,0
id_000099,valid,0
id_000335,test,NA
id_002380,test,NA
id_001063,train,0
id_002739,valid,1
id_000636,train,0
id_000022,train,0
id_002934,valid,1
id_000701,train,0
id_000801,train,0
id_000782,train,0
id_003529,valid,1
id_002683,train,1
id_003738,train,1
id_002166,train,1
id_000916,train,0
id_000793,train,0
id_002856,train,1
id_002815,test,NA
id_002271,train,1
id_000185,test,NA
id_003417,train,1
id_002079,valid,1
id_003961,train,1
id_001723,train,0
id_001211,train,0
id_002991,train,1
id_001087,train,0
id_001222,train,0
id_001767,train,0
id_003784,valid,1
id_000473,train,0
id_000129,valid,0
id_000061,train,0
id_000511,train,0
id_002914,valid,1
id_001249,valid,0
id_001890,test,NA
id_003739,valid,1
id_003754,valid,1
id_001938,train,0
id_000812,train,0
id_000216,train,0
id_002786,train,1
id_002015,test,NA
id_002325,test,NA
id_002006,train,1
id_001798,train,0
id_002680,test,NA
id_003736,train,1
id_002135,test,NA
id_000247,train,0
id_003272,train,1
id_000192,train,0
id_000992,train,0
id_002662,train,1
id_003326,train,1
id_002665,test,NA
id_001693,train,0
id_001319,valid,0
id_002168,train,1
id_001507,train,0
id_000857,train,0
id_003859,valid,1
id_001278,train,0
id_003050,test,NA
id_003591,train,1
id_002667,train,1
id_003505,test,NA
id_003601,train,1
id_003001,train,1
id_002315,test,NA
id_002300,test,NA
id_003941,train,1
id_001920,test,NA
id_003793,train,1
id_000395,test,NA
id_000564,valid,0
id_001416,train,0
id_002007,train,1
id_003952,train,1
id_001629,valid,0
id_003368,train,1
id_003068,train,1
id_001866,train,0
id_003683,train,1
id_002737,train,1
id_002761,train,1
id_001225,test,NA
id_001845,test,NA
id_003200,test,NA
id_003148,train,1
id_001742,train,0
id_003210,test,NA
id_002360,test,NA
id_001277,train,0
id_000692,train,0
id_003548,train,1
id_002782,train,1
id_003474,valid,1
id_002167,train,1
id_002354,valid,1
id_003531,train,1
id_001394,valid,0
id_001457,train,0
id_003171,train,1
id_002458,train,1
id_003995,test,NA
id_002057,train,1
id_003353,train,1
id_000848,train,0
id_001805,test,NA
id_003934,valid,1
id_001731,train,0
id_001651,train,0
id_003423,train,1
id_002051,train,1
id_002308,train,1
id_000740,test,NA
id_000718,train,0
id_000113,train,0
id_001604,valid,0
id_002823,train,1
id_002011,train,1
id_003412,train,1
id_001199,valid,0
id_003487,train,1
id_000853,train,0
id_002759,valid,1
id_000274,valid,0
id_003563,train,1
id_002541,train,1
id_001029,valid,0
id_001752,train,0
id_003943,train,1
id_000537,train,0
id_003804,valid,1
id_000948,train,0
id_001051,train,0
id_001003,train,0
id_000823,train,0
id_001657,train,0
id_002223,train,1
id_002058,train,1
id_000329,valid,0
id_002124,valid,1
id_001098,train,0
id_000508,train,0
id_002303,train,1
id_003555,test,NA
id_002356,train,1
id_002225,test,NA
id_000581,train,0
id_002384,valid,1
id_001012,train,0
id_000242,train,0
id_003092,train,1
id_000130,test,NA
id_001763,train,0
id_003575,test,NA
id_001154,valid,0
id_003955,test,NA
id_002131,train,1
id_002176,train,1
id_003469,valid,1
id_002157,train,1
id_000057,train,0
id_001252,train,0
id_002544,valid,1
id_003254,valid,1
id_000550,test,NA
id_003194,valid,1
id_001749,valid,0
id_002918,train,1
id_002091,train,1
id_002440,test,NA
id_002236,train,1
id_002191,train,1
id_002677,train,1
id_000416,train,0
id_000366,train,0
id_001081,train,0
id_003387,train,1
id_003033,train,1
id_000361,train,0
id_001573,train,0
id_000933,train,0
id_001267,train,0
id_003134,valid,1
id_003671,train,1
id_001446,train,0
id_003393,train,1
id_001879,valid,0
id_000494,valid,0
id_000196,train,0
id_001196,train,0
id_003209,valid,1
id_002616,train,1
id_002800,test,NA
id_000133,train,0
id_002392,train,1
id_002187,train,1
id_003025,test,NA
id_002498,train,1
id_002439,valid,1
id_002162,train,1
id_001046,train,0
id_001035,test,NA
id_002469,valid,1
id_002935,test,NA
id_001159,valid,0
id_000121,train,0
id_001419,valid,0
id_000119,valid,0
id_002904,valid,1
id_000836,train,0
id_000045,test,NA
id_001030,test,NA
id_002156,train,1
id_003024,valid,1
id_002144,valid,1
id_001060,test,NA
id_002221,train,1
id_000723,train,0
id_000461,train,0
id_003742,train,1
id_003206,train,1
id_002954,valid,1
id_002751,train,1
id_000826,train,0
id_002928,train,1
id_001439,valid,0
id_001584,valid,0
id_003496,train,1
id_002479,valid,1
id_000313,train,0
id_003366,train,1
id_002003,train,1
id_000872,train,0
id_003561,train,1
id_003944,valid,1
id_002505,test,NA
id_000976,train,0
id_001539,valid,0
id_001337,train,0
id_002968,train,1
id_002224,valid,1
id_001335,test,NA
id_002305,test,NA
id_001385,test,NA
id_000937,train,0
id_000241,train,0
id_000276,train,0
id_003721,train,1
id_001280,test,NA
id_000662,train,0
id_001744,valid,0
id_003416,train,1
id_003665,test,NA
id_001612,train,0
id_000301,train,0
id_003864,valid,1
id_001089,valid,0
id_001195,test,NA
id_000815,test,NA
id_001709,valid,0
id_001425,test,NA
id_000385,test,NA
id_001479,valid,0
id_002467,train,1
id_003166,train,1
id_000340,test,NA
id_003289,valid,1
id_003606,train,1
id_001665,test,NA
id_003150,test,NA
id_001769,valid,0
id_000778,train,0
id_003175,test,NA
id_002294,valid,1
id_002417,train,1
id_003271,train,1
id_002903,train,1
id_001366,train,0
id_003999,valid,1
id_001359,valid,0
id_002398,train,1
id_002729,valid,1
id_000825,test,NA
id_002433,train,1
id_003466,train,1
id_001640,test,NA
id_003247,train,1
id_000428,train,0
id_000042,train,0
id_000665,test,NA
id_001115,test,NA
id_002646,train,1
id_002085,test,NA
id_001556,train,0
id_000896,train,0
id_003291,train,1
id_001320,test,NA
id_001976,train,0
id_003568,train,1
id_000162,train,0
id_003302,train,1
id_003100,test,NA
id_002792,train,1
id_002170,test,NA
id_000154,valid,0
id_002872,train,1
id_003839,valid,1
id_002627,train,1
id_003392,train,1
id_002863,train,1
id_000209,valid,0
id_000831,train,0
id_001704,valid,0
id_001324,valid,0
id_001140,test,NA
id_000719,valid,0
id_001008,train,0
id_001730,test,NA
id_001966,train,0
id_002402,train,1
id_003813,train,1
id_002036,train,1
id_002344,valid,1
id_000270,test,NA
id_003567,train,1
id_003932,train,1
id_002445,test,NA
id_001301,train,0
id_002999,valid,1
id_003222,train,1
id_000253,train,0
id_003657,train,1
id_001759,valid,0
id_002110,test,NA
id_003696,train,1
id_000547,train,0
id_002258,train,1
id_001224,valid,0
id_002268,train,1
id_001876,train,0
id_002008,train,1
id_002347,train,1
id_003981,train,1
id_001852,train,0
id_001669,valid,0
id_000373,train,0
id_000341,train,0
id_003651,train,1
id_000840,test,NA
id_003060,test,NA
id_003035,test,NA
id_003286,train,1
id_003863,train,1
id_002490,test,NA
id_000604,valid,0
id_002805,test,NA
id_001396,train,0
id_002873,train,1
id_003242,train,1
id_003379,valid,1
id_000964,valid,0
id_002099,valid,1
id_003836,train,1
id_000554,valid,0
id_000106,train,0
id_002396,train,1
id_003933,train,1
id_002675,test,NA
id_003833,train,1
id_002050,test,NA
id_001973,train,0
id_002534,valid,1
id_001810,test,NA
id_000159,valid,0
id_001263,train,0
id_001977,train,0
id_002790,test,NA
id_002410,test,NA
id_003687,train,1
id_003724,valid,1
id_001495,test,NA
id_002375,test,NA
id_001238,train,0
id_001480,test,NA
id_000863,train,0
id_003006,train,1
id_000462,train,0
id_001788,train,0
id_001822,train,0
id_001493,train,0
id_003116,train,1
id_003684,valid,1
id_003217,train,1
id_002866,train,1
id_001103,train,0
id_003356,train,1
id_000381,train,0
id_000981,train,0
id_000177,train,0
id_002394,valid,1
id_001125,test,NA
id_003862,train,1
id_001560,test,NA
id_001855,test,NA
id_001524,valid,0
id_000261,train,0
id_003752,train,1
id_000548,train,0
id_002585,test,NA
id_000904,valid,0
id_002134,valid,1
id_000706,train,0
id_001648,train,0
id_001182,train,0
id_000647,train,0
id_003398,train,1
id_003797,train,1
id_003760,test,NA
id_003324,valid,1
id_001891,train,0
id_000520,test,NA
id_003434,valid,1
id_000456,train,0
id_001715,test,NA
id_000878,train,0
id_001331,train,0
id_001656,train,0
id_000799,valid,0
id_000058,train,0
id_000514,valid,0
id_001862,train,0
id_002600,test,NA
id_003344,valid,1
id_003110,test,NA
id_002503,train,1
id_003500,test,NA
id_003347,train,1
id_003521,train,1
id_003940,test,NA
id_000122,train,0
id_000404,valid,0
id_003508,train,1
id_000322,train,0
id_000167,train,0
id_001233,train,0
id_003545,test,NA
id_000460,test,NA
id_000077,train,0
id_000362,train,0
id_002081,train,1
id_000531,train,0
id_000060,test,NA
id_000031,train,0
id_000285,test,NA
id_003588,train,1
id_002854,valid,1
id_001401,train,0
id_000474,valid,0
id_000075,test,NA
id_001965,test,NA
id_002764,valid,1
id_003536,train,1
id_002688,train,1
id_000283,train,0
id_003676,train,1
id_002566,train,1
id_003074,valid,1
id_002916,train,1
id_001122,train,0
id_003237,train,1
id_002610,test,NA
id_000296,train,0
id_000072,train,0
id_003929,valid,1
id_000442,train,0
id_002907,train,1
id_001133,train,0
id_000606,train,0
id_003053,train,1
id_002473,train,1
id_003751,train,1
id_001590,test,NA
id_003340,test,NA
id_001069,valid,0
id_001659,valid,0
id_000609,valid,0
id_003363,train,1
id_000808,train,0
id_000566,train,0
id_003746,train,1
id_002435,test,NA
id_001272,train,0
id_001207,train,0
id_003306,train,1
id_002069,valid,1
id_000418,train,0
id_003233,train,1
id_002239,valid,1
id_000158,train,0
id_003346,train,1
id_003611,train,1
id_000802,train,0
id_002774,valid,1
id_003988,train,1
id_002026,train,1
id_003714,valid,1
id_003273,train,1
id_001925,test,NA
id_002316,train,1
id_003768,train,1
id_001645,test,NA
id_001285,test,NA
id_000055,test,NA
id_001367,train,0
id_002979,valid,1
id_001971,train,0
id_002520,test,NA
id_003526,train,1
id_001527,train,0
id_001212,train,0
id_001701,train,0
id_003711,train,1
id_002145,test,NA
id_001853,train,0
id_001466,train,0
id_000170,test,NA
id_000714,valid,0
id_000608,train,0
id_003528,train,1
id_001019,valid,0
id_001145,test,NA
id_000186,train,0
id_001315,test,NA
id_001700,test,NA
id_002044,valid,1
id_002489,valid,1
id_002702,train,1
id_002381,train,1
id_003259,valid,1
id_000817,train,0
id_002063,train,1
id_002136,train,1
id_002811,train,1
id_002747,train,1
id_000157,train,0
id_002507,train,1
id_003947,train,1
id_003743,train,1
id_000834,valid,0
id_000406,train,0
id_003977,train,1
id_003987,train,1
id_003770,test,NA
id_000619,valid,0
id_001064,valid,0
id_003820,test,NA
id_000798,train,0
id_001054,valid,0
id_001421,train,0
id_003615,test,NA
id_001189,valid,0
id_001274,valid,0
id_001517,train,0
id_000641,train,0
id_003032,train,1
id_003198,train,1
id_002181,train,1
id_002494,valid,1
id_002480,test,NA
id_000481,train,0
id_003701,train,1
id_001951,train,0
id_003276,train,1
id_000487,train,0
id_003482,train,1
id_001187,train,0
id_003463,train,1
id_001216,train,0
id_001572,train,0
id_002189,valid,1
id_003680,test,NA
id_000190,test,NA
id_002372,train,1
id_002053,train,1
id_000646,train,0
id_002925,test,NA
id_003075,test,NA
id_001424,valid,0
id_002581,train,1
id_002579,valid,1
id_002819,valid,1
id_000363,train,0
id_000194,valid,0
id_001363,train,0
id_003576,train,1
id_001617,train,0
id_003026,train,1
id_000457,train,0
id_002539,valid,1
id_003180,test,NA
id_001206,train,0
id_000421,train,0
id_002395,test,NA
id_003119,valid,1
id_001847,train,0
id_002209,valid,1
id_000089,valid,0
id_000969,valid,0
id_003849,valid,1
id_001726,train,0
id_000424,valid,0
id_000101,train,0
id_000029,valid,0
id_003597,train,1
id_000653,train,0
id_002127,train,1
id_000681,train,0
id_000986,train,0
id_002578,train,1
id_000918,train,0
id_003516,train,1
id_001541,train,0
id_003668,train,1
id_003464,valid,1
id_000066,train,0
id_001850,test,NA
id_000590,test,NA
id_001833,train,0
id_003440,test,NA
id_000222,train,0
id_000359,valid,0
id_000914,valid,0
id_002939,valid,1
id_000201,train,0
id_002148,train,1
id_002195,test,NA
id_002746,train,1
id_003124,valid,1
id_001839,valid,0
id_000759,valid,0
id_003029,valid,1
id_000467,train,0
id_000147,train,0
id_000874,valid,0
id_000572,train,0
id_001297,train,0
id_002674,valid,1
id_001247,train,0
id_002722,train,1
id_002846,train,1
id_000348,train,0
id_003419,valid,1
id_003655,test,NA
id_003011,train,1
id_002013,train,1
id_002385,test,NA
id_000943,train,0
id_001649,valid,0
id_002518,train,1
id_003118,train,1
id_002577,train,1
id_001874,valid,0
id_003945,test,NA
id_000455,test,NA
id_003246,train,1
id_002477,train,1
id_002963,train,1
id_003975,test,NA
id_002171,train,1
id_003542,train,1
id_001635,test,NA
id_001334,valid,0
id_002798,train,1
id_001468,train,0
id_000593,train,0
id_000146,train,0
id_002499,valid,1
id_000040,test,NA
id_003660,test,NA
id_002626,train,1
id_002801,train,1
id_002810,test,NA
id_001856,train,0
id_002970,test,NA
id_000847,train,0
id_002403,train,1
id_003707,train,1
id_003087,train,1
id_001048,train,0
id_002097,train,1
id_003565,test,NA
id_003556,train,1
id_002930,test,NA
id_001490,test,NA
id_003182,train,1
id_003070,test,NA
id_000254,valid,0
id_003993,train,1
id_000289,valid,0
id_000924,valid,0
id_001290,test,NA
id_003489,valid,1
id_003853,train,1
id_002645,test,NA
id_001036,train,0
id_003997,train,1
id_003901,train,1
id_002696,train,1
id_002661,train,1
id_000347,train,0
id_003791,train,1
id_001532,train,0
id_002775,test,NA
id_000968,train,0
id_000396,train,0
id_003920,test,NA
id_003095,test,NA
id_001950,test,NA
id_000483,train,0
id_000181,train,0
id_002736,train,1
id_003044,valid,1
id_003506,train,1
id_001007,train,0
id_003228,train,1
id_001528,train,0
id_003499,valid,1
id_000866,train,0
id_002190,test,NA
id_002949,valid,1
id_001011,train,0
id_002735,test,NA
id_002464,valid,1
id_003517,train,1
id_003283,train,1
id_003062,train,1
id_003380,test,NA
id_001463,train,0
id_000328,train,0
id_003972,train,1
id_000384,valid,0
id_000902,train,0
id_003507,train,1
id_002351,train,1
id_003424,valid,1
id_002146,train,1
id_003155,test,NA
id_002983,train,1
id_002760,test,NA
id_000931,train,0
id_003147,train,1
id_001594,valid,0
id_001370,test,NA
id_001887,train,0
id_001162,train,0
id_001650,test,NA
id_002855,test,NA
id_000953,train,0
id_002924,valid,1
id_003163,train,1
id_003446,train,1
id_003355,test,NA
id_001577,train,0
id_000005,test,NA
id_001318,train,0
id_000032,train,0
id_000623,train,0
id_000001,train,0
id_002857,train,1
id_002643,train,1
id_000644,valid,0
id_001819,valid,0
id_000708,train,0
id_003400,test,NA
id_002964,valid,1
id_001316,train,0
id_003455,test,NA
id_001079,valid,0
id_000999,valid,0
id_000430,test,NA
id_002263,train,1
id_000453,train,0
id_000044,valid,0
id_001824,valid,0
id_002608,train,1
id_000463,train,0
id_002745,test,NA
id_002175,test,NA
id_000538,train,0
id_003829,valid,1
id_003520,test,NA
id_003101,train,1
id_000677,train,0
id_000074,valid,0
id_000697,train,0
id_002338,train,1
id_002448,train,1
id_003139,valid,1
id_000108,train,0
id_003214,valid,1
id_002728,train,1
id_000942,train,0
id_002960,test,NA
id_003410,test,NA
id_000047,train,0
id_000844,valid,0
id_001574,valid,0
id_001768,train,0
id_000809,valid,0
id_001678,train,0
id_001817,train,0
id_003954,valid,1
id_000612,train,0
id_000503,train,0
id_002422,train,1
id_000297,train,0
id_000568,train,0
id_001403,train,0
id_001061,train,0
id_003775,test,NA
id_003154,valid,1
id_001149,valid,0
id_001680,test,NA
id_001598,train,0
id_001636,train,0
id_002974,valid,1
id_000746,train,0
id_001525,test,NA
id_002826,train,1
id_000509,valid,0
id_003114,valid,1
id_002509,valid,1
id_002150,test,NA
id_003935,test,NA
id_001794,valid,0
id_002767,train,1
id_000350,test,NA
id_003857,train,1
id_001596,train,0
id_003717,train,1
id_000006,train,0
id_001662,train,0
id_000613,train,0
id_002937,train,1
id_001836,train,0
id_002119,valid,1
id_000773,train,0
id_002358,train,1
id_000707,train,0
id_002454,valid,1
id_001515,test,NA
id_001251,train,0
id_003490,test,NA
id_002559,valid,1
id_000372,train,0
id_002037,train,1
id_000027,train,0
id_002475,test,NA
id_000367,train,0
id_000025,test,NA
id_001534,valid,0
id_001442,train,0
id_000763,train,0
id_003240,test,NA
id_001775,test,NA
id_001809,valid,0
id_002958,train,1
id_001882,train,0
id_001984,valid,0
id_000387,train,0
id_002426,train,1
id_001455,test,NA
id_001615,test,NA
id_003566,train,1
id_001523,train,0
id_000007,train,0
id_002744,valid,1
id_001923,train,0
id_003475,test,NA
id_002104,valid,1
id_000655,test,NA
id_002572,train,1
id_000893,train,0
id_000738,train,0
id_001240,test,NA
id_001485,test,NA
id_003501,train,1
id_001106,train,0
id_003787,train,1
id_000324,valid,0
id_000319,valid,0
id_003515,test,NA
id_003827,train,1
id_003238,train,1
id_000062,train,0
id_002595,test,NA
id_000769,valid,0
id_003406,train,1
id_001605,test,NA
id_000080,test,NA
id_003183,train,1
id_000917,train,0
id_000291,train,0
id_003519,valid,1
id_001138,train,0
id_002818,train,1
id_003102,train,1
id_000796,train,0
id_002711,train,1
id_000472,train,0
id_000021,train,0
id_002583,train,1
id_001384,valid,0
id_001062,train,0
id_001533,train,0
id_000354,valid,0
id_003705,test,NA
id_001578,train,0
id_002401,train,1
id_001922,train,0
id_001627,train,0
id_003634,valid,1
id_002757,train,1
id_002589,valid,1
id_002049,valid,1
id_003537,train,1
id_002822,train,1
id_000204,valid,0
id_003138,train,1
id_002249,valid,1
id_002885,test,NA
id_002088,train,1
id_003580,test,NA
id_001391,train,0
id_000881,train,0
id_001953,train,0
id_001024,valid,0
id_003585,test,NA
id_003677,train,1
id_000555,test,NA
id_003216,train,1
id_003004,valid,1
id_001472,train,0
id_002373,train,1
id_002771,train,1
id_003334,valid,1
id_001816,train,0
id_002293,train,1
id_003904,valid,1
id_000974,valid,0
id_002514,valid,1
id_001755,test,NA
id_001987,train,0
id_003192,train,1
id_003181,train,1
id_000610,test,NA
id_003227,train,1
id_002413,train,1
id_003010,test,NA
id_003462,train,1
id_002200,test,NA
id_002106,train,1
id_000271,train,0
id_002208,train,1
id_002561,train,1
id_000098,train,0
id_003427,train,1
id_002098,train,1
id_001358,train,0
id_000126,train,0
id_002194,valid,1
id_002669,valid,1
id_001218,train,0
id_001786,train,0
id_001568,train,0
id_002446,train,1
id_001622,train,0
id_000887,train,0
id_003069,valid,1
id_002803,train,1
id_001210,test,NA
id_000505,test,NA
id_002247,train,1
id_001935,test,NA
id_001652,train,0
id_003329,valid,1
id_002755,test,NA
id_001181,train,0
id_002233,train,1
id_001934,valid,0
id_003818,train,1
id_001351,train,0
id_003433,train,1
id_002143,train,1
id_002504,valid,1
id_001682,train,0
id_002341,train,1
id_002275,test,NA
id_003224,valid,1
id_000443,train,0
id_002056,train,1
id_000103,train,0
id_003049,valid,1
id_002416,train,1
id_003038,train,1
id_001888,train,0
id_001714,valid,0
id_003729,valid,1
id_003143,train,1
id_000703,train,0
id_002073,train,1
id_001553,train,0
id_002414,valid,1
id_002738,train,1
id_003230,test,NA
id_000096,train,0
id_001150,test,NA
id_000797,train,0
id_003673,train,1
id_001158,train,0
id_000093,train,0
id_002180,test,NA
id_001522,train,0
id_000246,train,0
id_001200,test,NA
id_002940,test,NA
id_002921,train,1
id_003307,train,1
id_000667,train,0
id_002022,train,1
id_003325,test,NA
id_003772,train,1
id_003019,valid,1
id_001151,train,0
id_002270,test,NA
id_002279,valid,1
id_001487,train,0
id_002114,valid,1
id_003890,test,NA
id_001205,test,NA
id_002425,test,NA
id_001013,train,0
id_000293,train,0
id_003327,train,1
id_001946,train,0
id_000306,train,0
